date,customer_id,product,region,channel,quantity,unit_price,discount,revenue,csat_score,churn
2021-12-03,CUST0162,Laptop,North,Partner,8,75000,0.18,492000.0,4,0
2021-12-04,CUST0216,Watch,North,Retail,7,15000,0.09,95550.0,5,0
2021-12-05,CUST0264,Earbuds,East,Partner,8,5000,0.13,34800.0,4,0
2021-12-06,CUST0263,Watch,East,Retail,14,15000,0.02,205800.0,3,1
2021-12-07,CUST0292,Laptop,South,Online,9,75000,0.05,641250.0,4,1
2021-12-08,CUST0274,Watch,West,Partner,6,15000,0.24,68400.0,3,0
2021-12-09,CUST0003,Tablet,West,Online,14,25000,0.22,273000.0,5,0
2021-12-10,CUST0028,Watch,East,Partner,3,15000,0.16,37800.0,4,0
2021-12-11,CUST0149,Phone,South,Online,10,35000,0.11,311500.0,2,1
2021-12-12,CUST0028,Phone,West,Partner,3,35000,0.17,87150.0,4,0
2021-12-13,CUST0065,Tablet,East,Online,11,25000,0.15,233750.0,3,0
2021-12-14,CUST0021,Laptop,North,Online,12,75000,0.14,774000.0,3,0
2021-12-15,CUST0252,Phone,West,Partner,1,35000,0.01,34650.0,4,1
2021-12-16,CUST0235,Earbuds,South,Online,11,5000,0.16,46200.0,3,0
2021-12-17,CUST0227,Phone,South,Online,13,35000,0.19,368550.0,5,0
2021-12-18,CUST0013,Phone,South,Online,5,35000,0.25,131250.0,2,1
2021-12-19,CUST0049,Laptop,North,Partner,14,75000,0.0,1050000.0,4,1
2021-12-20,CUST0118,Watch,West,Partner,4,15000,0.18,49200.0,5,0
2021-12-21,CUST0054,Phone,West,Online,9,35000,0.14,270900.0,4,0
2021-12-22,CUST0138,Tablet,North,Online,9,25000,0.11,200250.0,4,0
2021-12-23,CUST0053,Watch,West,Partner,14,15000,0.03,203700.0,5,1
2021-12-24,CUST0044,Earbuds,North,Partner,5,5000,0.1,22500.0,3,0
2021-12-25,CUST0053,Laptop,North,Online,10,75000,0.09,682500.0,1,1
2021-12-26,CUST0074,Earbuds,North,Online,4,5000,0.08,18400.0,4,0
2021-12-27,CUST0046,Watch,South,Online,7,15000,0.18,86100.0,1,1
2021-12-28,CUST0013,Watch,West,Retail,6,15000,0.18,73800.0,5,0
2021-12-29,CUST0165,Watch,North,Partner,4,15000,0.15,51000.0,3,0
2021-12-30,CUST0102,Earbuds,West,Retail,13,5000,0.23,50050.0,5,0
2021-12-31,CUST0280,Watch,South,Partner,13,15000,0.09,177450.0,5,0
2022-01-01,CUST0258,Earbuds,North,Partner,10,5000,0.06,47000.0,3,1
2022-01-02,CUST0138,Watch,East,Partner,2,15000,0.16,25200.0,4,1
2022-01-03,CUST0163,Tablet,South,Partner,1,25000,0.05,23750.0,1,1
2022-01-04,CUST0111,Watch,East,Partner,4,15000,0.08,55200.0,4,0
2022-01-05,CUST0102,Earbuds,West,Partner,4,5000,0.06,18800.0,1,1
2022-01-06,CUST0017,Phone,West,Partner,13,35000,0.02,445900.0,5,1
2022-01-07,CUST0268,Watch,South,Retail,1,15000,0.21,11850.0,5,0
2022-01-08,CUST0182,Phone,West,Online,6,35000,0.06,197400.0,3,1
2022-01-09,CUST0024,Tablet,East,Online,4,25000,0.12,88000.0,3,0
2022-01-10,CUST0029,Laptop,North,Retail,1,75000,0.01,74250.0,5,1
2022-01-11,CUST0171,Tablet,North,Retail,1,25000,0.17,20750.0,3,0
2022-01-12,CUST0228,Watch,North,Retail,13,15000,0.08,179400.0,5,0
2022-01-13,CUST0188,Phone,South,Retail,1,35000,0.19,28350.0,4,0
2022-01-14,CUST0230,Phone,West,Partner,8,35000,0.1,252000.0,4,0
2022-01-15,CUST0119,Earbuds,East,Online,10,5000,0.05,47500.0,5,0
2022-01-16,CUST0156,Phone,West,Partner,8,35000,0.13,243600.0,4,0
2022-01-17,CUST0272,Earbuds,West,Online,2,5000,0.03,9700.0,5,1
2022-01-18,CUST0175,Laptop,West,Online,11,75000,0.11,734250.0,5,1
2022-01-19,CUST0104,Watch,North,Retail,13,15000,0.08,179400.0,3,0
2022-01-20,CUST0092,Earbuds,East,Partner,7,5000,0.23,26950.0,1,1
2022-01-21,CUST0186,Laptop,East,Retail,14,75000,0.02,1029000.0,5,1
2022-01-22,CUST0283,Phone,West,Partner,8,35000,0.17,232400.0,5,0
2022-01-23,CUST0181,Phone,North,Online,8,35000,0.05,266000.0,2,1
2022-01-24,CUST0170,Laptop,North,Retail,11,75000,0.08,759000.0,5,0
2022-01-25,CUST0187,Phone,East,Retail,10,35000,0.1,315000.0,4,0
2022-01-26,CUST0175,Laptop,North,Online,11,75000,0.23,635250.0,3,0
2022-01-27,CUST0222,Earbuds,North,Online,13,5000,0.06,61100.0,5,0
2022-01-28,CUST0233,Earbuds,North,Online,7,5000,0.02,34300.0,3,1
2022-01-29,CUST0162,Laptop,South,Retail,5,75000,0.08,345000.0,5,0
2022-01-30,CUST0134,Earbuds,West,Partner,1,5000,0.03,4850.0,3,1
2022-01-31,CUST0224,Earbuds,East,Retail,12,5000,0.03,58200.0,4,1
2022-02-01,CUST0153,Earbuds,East,Partner,9,5000,0.14,38700.0,3,1
2022-02-02,CUST0033,Tablet,South,Retail,13,25000,0.02,318500.0,4,1
2022-02-03,CUST0055,Watch,West,Retail,7,15000,0.01,103950.0,4,1
2022-02-04,CUST0007,Phone,East,Online,2,35000,0.18,57400.0,3,0
2022-02-05,CUST0244,Tablet,North,Partner,6,25000,0.09,136500.0,4,0
2022-02-06,CUST0126,Earbuds,East,Retail,2,5000,0.03,9700.0,4,1
2022-02-07,CUST0012,Laptop,North,Retail,1,75000,0.06,70500.0,2,1
2022-02-08,CUST0016,Earbuds,South,Online,14,5000,0.16,58800.0,5,0
2022-02-09,CUST0208,Watch,North,Online,7,15000,0.07,97650.0,3,1
2022-02-10,CUST0043,Earbuds,East,Partner,13,5000,0.12,57200.0,4,0
2022-02-11,CUST0135,Laptop,East,Retail,2,75000,0.03,145500.0,4,1
2022-02-12,CUST0228,Watch,East,Partner,13,15000,0.15,165750.0,4,0
2022-02-13,CUST0111,Earbuds,South,Retail,14,5000,0.08,64400.0,2,1
2022-02-14,CUST0160,Watch,South,Partner,14,15000,0.16,176400.0,4,0
2022-02-15,CUST0264,Phone,West,Online,2,35000,0.2,56000.0,4,0
2022-02-16,CUST0225,Phone,East,Retail,13,35000,0.15,386750.0,5,0
2022-02-17,CUST0217,Earbuds,North,Partner,11,5000,0.07,51150.0,5,0
2022-02-18,CUST0045,Watch,South,Online,5,15000,0.06,70500.0,4,0
2022-02-19,CUST0214,Laptop,East,Online,14,75000,0.08,966000.0,2,1
2022-02-20,CUST0059,Earbuds,East,Partner,5,5000,0.04,24000.0,3,1
2022-02-21,CUST0132,Phone,South,Retail,7,35000,0.05,232750.0,3,0
2022-02-22,CUST0104,Phone,West,Retail,1,35000,0.2,28000.0,2,1
2022-02-23,CUST0195,Earbuds,South,Online,8,5000,0.1,36000.0,4,0
2022-02-24,CUST0157,Watch,South,Retail,3,15000,0.11,40050.0,3,1
2022-02-25,CUST0098,Phone,North,Retail,4,35000,0.15,119000.0,3,0
2022-02-26,CUST0226,Watch,North,Retail,9,15000,0.15,114750.0,2,1
2022-02-27,CUST0205,Phone,West,Online,4,35000,0.02,137200.0,1,1
2022-02-28,CUST0079,Phone,East,Partner,10,35000,0.21,276500.0,2,1
2022-03-01,CUST0124,Tablet,South,Retail,12,25000,0.04,288000.0,3,1
2022-03-02,CUST0218,Phone,West,Online,5,35000,0.18,143500.0,4,0
2022-03-03,CUST0004,Laptop,North,Online,7,75000,0.19,425250.0,4,0
2022-03-04,CUST0090,Earbuds,South,Partner,4,5000,0.18,16400.0,2,1
2022-03-05,CUST0104,Earbuds,East,Retail,14,5000,0.14,60200.0,4,1
2022-03-06,CUST0119,Watch,North,Retail,1,15000,0.0,15000.0,3,1
2022-03-07,CUST0133,Phone,North,Partner,9,35000,0.09,286650.0,3,0
2022-03-08,CUST0096,Laptop,North,Partner,4,75000,0.15,255000.0,1,1
2022-03-09,CUST0143,Watch,West,Online,9,15000,0.1,121500.0,4,0
2022-03-10,CUST0288,Tablet,East,Online,6,25000,0.22,117000.0,4,0
2022-03-11,CUST0028,Watch,South,Partner,1,15000,0.08,13800.0,3,0
2022-03-12,CUST0278,Watch,West,Retail,12,15000,0.07,167400.0,2,1
2022-03-13,CUST0233,Phone,West,Online,3,35000,0.07,97650.0,5,0
2022-03-14,CUST0017,Tablet,West,Online,11,25000,0.08,253000.0,3,0
2022-03-15,CUST0059,Watch,North,Retail,2,15000,0.14,25800.0,3,1
2022-03-16,CUST0090,Laptop,East,Online,9,75000,0.18,553500.0,5,0
2022-03-17,CUST0199,Laptop,West,Retail,12,75000,0.17,747000.0,5,0
2022-03-18,CUST0026,Earbuds,South,Retail,1,5000,0.2,4000.0,4,0
2022-03-19,CUST0025,Tablet,East,Retail,13,25000,0.22,253500.0,4,0
2022-03-20,CUST0267,Tablet,South,Partner,14,25000,0.2,280000.0,3,0
2022-03-21,CUST0181,Earbuds,East,Partner,9,5000,0.0,45000.0,2,1
2022-03-22,CUST0068,Watch,South,Partner,9,15000,0.18,110700.0,4,0
2022-03-23,CUST0049,Tablet,North,Retail,8,25000,0.05,190000.0,2,1
2022-03-24,CUST0175,Laptop,West,Retail,8,75000,0.03,582000.0,4,1
2022-03-25,CUST0052,Laptop,South,Partner,11,75000,0.16,693000.0,5,0
2022-03-26,CUST0102,Phone,East,Online,14,35000,0.08,450800.0,5,0
2022-03-27,CUST0216,Tablet,West,Retail,12,25000,0.01,297000.0,3,1
2022-03-28,CUST0188,Watch,West,Online,1,15000,0.03,14550.0,4,1
2022-03-29,CUST0057,Earbuds,East,Online,11,5000,0.0,55000.0,4,1
2022-03-30,CUST0047,Earbuds,South,Retail,8,5000,0.23,30800.0,5,0
2022-03-31,CUST0159,Watch,North,Retail,10,15000,0.01,148500.0,3,1
2022-04-01,CUST0174,Phone,North,Online,14,35000,0.05,465500.0,1,1
2022-04-02,CUST0242,Earbuds,South,Online,3,5000,0.1,13500.0,3,1
2022-04-03,CUST0282,Tablet,West,Partner,11,25000,0.09,250250.0,3,0
2022-04-04,CUST0241,Phone,West,Partner,7,35000,0.23,188650.0,3,0
2022-04-05,CUST0005,Tablet,West,Retail,11,25000,0.01,272250.0,5,1
2022-04-06,CUST0084,Laptop,West,Partner,1,75000,0.13,65250.0,4,0
2022-04-07,CUST0248,Phone,South,Partner,1,35000,0.17,29050.0,3,0
2022-04-08,CUST0054,Earbuds,West,Partner,10,5000,0.23,38500.0,4,0
2022-04-09,CUST0161,Phone,East,Partner,13,35000,0.16,382200.0,2,1
2022-04-10,CUST0226,Phone,West,Online,5,35000,0.2,140000.0,5,0
2022-04-11,CUST0015,Phone,North,Retail,5,35000,0.02,171500.0,5,1
2022-04-12,CUST0224,Phone,West,Partner,8,35000,0.1,252000.0,5,0
2022-04-13,CUST0061,Tablet,South,Online,7,25000,0.09,159250.0,5,0
2022-04-14,CUST0122,Laptop,North,Online,8,75000,0.22,468000.0,3,0
2022-04-15,CUST0277,Watch,South,Online,6,15000,0.04,86400.0,1,1
2022-04-16,CUST0046,Phone,South,Partner,6,35000,0.04,201600.0,4,1
2022-04-17,CUST0294,Earbuds,North,Partner,2,5000,0.08,9200.0,5,0
2022-04-18,CUST0062,Phone,South,Retail,6,35000,0.01,207900.0,3,1
2022-04-19,CUST0086,Earbuds,South,Partner,5,5000,0.05,23750.0,1,1
2022-04-20,CUST0210,Tablet,West,Partner,13,25000,0.24,247000.0,5,0
2022-04-21,CUST0078,Earbuds,East,Online,3,5000,0.11,13350.0,2,1
2022-04-22,CUST0202,Watch,South,Retail,6,15000,0.16,75600.0,4,0
2022-04-23,CUST0223,Laptop,South,Partner,8,75000,0.18,492000.0,4,0
2022-04-24,CUST0222,Earbuds,South,Partner,9,5000,0.09,40950.0,3,0
2022-04-25,CUST0003,Earbuds,West,Online,1,5000,0.04,4800.0,2,1
2022-04-26,CUST0006,Laptop,East,Online,3,75000,0.05,213750.0,5,0
2022-04-27,CUST0093,Watch,North,Partner,3,15000,0.08,41400.0,4,0
2022-04-28,CUST0008,Phone,West,Retail,11,35000,0.16,323400.0,5,0
2022-04-29,CUST0235,Earbuds,West,Retail,8,5000,0.1,36000.0,3,0
2022-04-30,CUST0108,Laptop,East,Online,1,75000,0.0,75000.0,2,1
2022-05-01,CUST0161,Tablet,East,Online,5,25000,0.13,108750.0,5,0
2022-05-02,CUST0209,Laptop,West,Partner,3,75000,0.23,173250.0,4,0
2022-05-03,CUST0240,Tablet,North,Online,2,25000,0.2,40000.0,3,0
2022-05-04,CUST0050,Watch,West,Partner,8,15000,0.21,94800.0,5,0
2022-05-05,CUST0011,Phone,East,Retail,3,35000,0.2,84000.0,3,0
2022-05-06,CUST0156,Laptop,North,Retail,7,75000,0.08,483000.0,3,0
2022-05-07,CUST0070,Earbuds,East,Partner,12,5000,0.19,48600.0,2,1
2022-05-08,CUST0169,Watch,North,Online,11,15000,0.04,158400.0,4,1
2022-05-09,CUST0272,Laptop,South,Retail,1,75000,0.16,63000.0,4,1
2022-05-10,CUST0068,Earbuds,East,Online,6,5000,0.16,25200.0,4,0
2022-05-11,CUST0252,Laptop,East,Retail,3,75000,0.01,222750.0,5,1
2022-05-12,CUST0048,Tablet,West,Partner,8,25000,0.2,160000.0,5,1
2022-05-13,CUST0184,Laptop,East,Partner,6,75000,0.23,346500.0,2,1
2022-05-14,CUST0187,Laptop,East,Partner,12,75000,0.07,837000.0,2,1
2022-05-15,CUST0090,Laptop,South,Retail,2,75000,0.2,120000.0,1,1
2022-05-16,CUST0139,Watch,East,Online,6,15000,0.02,88200.0,2,1
2022-05-17,CUST0089,Laptop,South,Online,7,75000,0.15,446250.0,4,1
2022-05-18,CUST0274,Earbuds,South,Online,5,5000,0.12,22000.0,5,0
2022-05-19,CUST0019,Tablet,South,Retail,3,25000,0.14,64500.0,5,1
2022-05-20,CUST0154,Tablet,South,Retail,4,25000,0.23,77000.0,3,0
2022-05-21,CUST0260,Laptop,North,Retail,4,75000,0.22,234000.0,3,0
2022-05-22,CUST0108,Watch,West,Retail,6,15000,0.2,72000.0,4,0
2022-05-23,CUST0285,Watch,North,Retail,10,15000,0.07,139500.0,2,1
2022-05-24,CUST0059,Earbuds,East,Online,1,5000,0.23,3850.0,4,0
2022-05-25,CUST0125,Laptop,North,Retail,11,75000,0.02,808500.0,5,1
2022-05-26,CUST0273,Tablet,North,Retail,4,25000,0.21,79000.0,4,0
2022-05-27,CUST0107,Watch,East,Online,10,15000,0.08,138000.0,5,1
2022-05-28,CUST0299,Laptop,East,Retail,13,75000,0.01,965250.0,4,1
2022-05-29,CUST0245,Watch,East,Online,4,15000,0.17,49800.0,2,1
2022-05-30,CUST0247,Watch,North,Online,10,15000,0.06,141000.0,4,1
2022-05-31,CUST0008,Tablet,North,Partner,1,25000,0.06,23500.0,3,1
2022-06-01,CUST0141,Phone,East,Partner,9,35000,0.08,289800.0,1,1
2022-06-02,CUST0008,Earbuds,West,Partner,4,5000,0.02,19600.0,4,1
2022-06-03,CUST0094,Earbuds,West,Partner,7,5000,0.04,33600.0,5,1
2022-06-04,CUST0039,Tablet,South,Retail,12,25000,0.0,300000.0,3,1
2022-06-05,CUST0081,Watch,East,Partner,14,15000,0.11,186900.0,4,0
2022-06-06,CUST0187,Laptop,South,Online,3,75000,0.02,220500.0,5,1
2022-06-07,CUST0084,Watch,West,Retail,10,15000,0.17,124500.0,5,0
2022-06-08,CUST0088,Tablet,South,Partner,12,25000,0.06,282000.0,5,0
2022-06-09,CUST0242,Earbuds,East,Online,3,5000,0.24,11400.0,3,0
2022-06-10,CUST0093,Watch,East,Retail,14,15000,0.22,163800.0,5,0
2022-06-11,CUST0086,Earbuds,East,Retail,8,5000,0.07,37200.0,3,0
2022-06-12,CUST0044,Laptop,North,Partner,8,75000,0.2,480000.0,4,0
2022-06-13,CUST0137,Earbuds,South,Retail,11,5000,0.2,44000.0,1,1
2022-06-14,CUST0074,Earbuds,West,Online,12,5000,0.25,45000.0,4,0
2022-06-15,CUST0036,Phone,West,Retail,1,35000,0.15,29750.0,3,1
2022-06-16,CUST0101,Phone,West,Online,10,35000,0.02,343000.0,4,1
2022-06-17,CUST0156,Phone,North,Retail,2,35000,0.16,58800.0,3,0
2022-06-18,CUST0255,Earbuds,North,Partner,8,5000,0.16,33600.0,3,0
2022-06-19,CUST0171,Tablet,East,Online,1,25000,0.16,21000.0,4,0
2022-06-20,CUST0216,Earbuds,West,Retail,12,5000,0.08,55200.0,5,0
2022-06-21,CUST0170,Tablet,North,Retail,8,25000,0.21,158000.0,5,0
2022-06-22,CUST0252,Tablet,East,Retail,8,25000,0.24,152000.0,3,0
2022-06-23,CUST0055,Phone,West,Online,2,35000,0.05,66500.0,5,0
2022-06-24,CUST0091,Watch,South,Online,4,15000,0.02,58800.0,4,1
2022-06-25,CUST0278,Laptop,East,Online,6,75000,0.05,427500.0,3,0
2022-06-26,CUST0101,Phone,North,Partner,12,35000,0.21,331800.0,1,1
2022-06-27,CUST0155,Phone,North,Partner,11,35000,0.17,319550.0,4,0
2022-06-28,CUST0141,Watch,East,Online,9,15000,0.16,113400.0,5,0
2022-06-29,CUST0173,Laptop,East,Retail,8,75000,0.1,540000.0,4,0
2022-06-30,CUST0010,Earbuds,North,Partner,12,5000,0.14,51600.0,4,0
2022-07-01,CUST0228,Earbuds,South,Online,8,5000,0.08,36800.0,4,1
2022-07-02,CUST0265,Phone,West,Retail,7,35000,0.12,215600.0,3,0
2022-07-03,CUST0248,Laptop,South,Partner,14,75000,0.2,840000.0,5,0
2022-07-04,CUST0247,Phone,East,Retail,13,35000,0.25,341250.0,5,0
2022-07-05,CUST0155,Tablet,South,Retail,9,25000,0.23,173250.0,2,1
2022-07-06,CUST0034,Phone,North,Retail,2,35000,0.23,53900.0,5,0
2022-07-07,CUST0129,Phone,East,Retail,3,35000,0.1,94500.0,3,0
2022-07-08,CUST0160,Earbuds,West,Partner,10,5000,0.12,44000.0,5,0
2022-07-09,CUST0089,Earbuds,North,Partner,8,5000,0.18,32800.0,4,0
2022-07-10,CUST0093,Earbuds,North,Partner,14,5000,0.23,53900.0,3,0
2022-07-11,CUST0241,Tablet,West,Online,6,25000,0.04,144000.0,4,1
2022-07-12,CUST0117,Earbuds,West,Partner,10,5000,0.08,46000.0,4,1
2022-07-13,CUST0094,Laptop,South,Retail,9,75000,0.03,654750.0,2,1
2022-07-14,CUST0163,Watch,East,Partner,10,15000,0.15,127500.0,4,0
2022-07-15,CUST0099,Laptop,West,Retail,4,75000,0.08,276000.0,4,0
2022-07-16,CUST0113,Laptop,West,Online,8,75000,0.08,552000.0,5,1
2022-07-17,CUST0091,Earbuds,East,Retail,10,5000,0.02,49000.0,1,1
2022-07-18,CUST0206,Watch,West,Retail,3,15000,0.09,40950.0,4,0
2022-07-19,CUST0017,Watch,West,Retail,3,15000,0.22,35100.0,2,1
2022-07-20,CUST0274,Watch,South,Online,8,15000,0.06,112800.0,5,1
2022-07-21,CUST0173,Tablet,North,Partner,5,25000,0.17,103750.0,2,1
2022-07-22,CUST0116,Earbuds,North,Partner,3,5000,0.16,12600.0,5,0
2022-07-23,CUST0181,Watch,North,Online,10,15000,0.22,117000.0,5,0
2022-07-24,CUST0091,Tablet,North,Retail,11,25000,0.03,266750.0,4,1
2022-07-25,CUST0082,Phone,West,Partner,1,35000,0.24,26600.0,4,1
2022-07-26,CUST0114,Phone,East,Online,3,35000,0.15,89250.0,2,1
2022-07-27,CUST0257,Tablet,East,Partner,12,25000,0.25,225000.0,3,0
2022-07-28,CUST0058,Tablet,South,Online,9,25000,0.23,173250.0,5,0
2022-07-29,CUST0154,Earbuds,South,Retail,5,5000,0.06,23500.0,5,1
2022-07-30,CUST0116,Earbuds,West,Partner,12,5000,0.01,59400.0,1,1
2022-07-31,CUST0266,Phone,East,Online,10,35000,0.06,329000.0,4,0
2022-08-01,CUST0203,Watch,East,Partner,2,15000,0.13,26100.0,5,0
2022-08-02,CUST0041,Phone,North,Partner,7,35000,0.04,235200.0,4,1
2022-08-03,CUST0105,Watch,West,Partner,2,15000,0.04,28800.0,2,1
2022-08-04,CUST0193,Watch,West,Partner,4,15000,0.12,52800.0,3,0
2022-08-05,CUST0278,Earbuds,North,Online,12,5000,0.01,59400.0,3,1
2022-08-06,CUST0237,Laptop,West,Retail,7,75000,0.03,509250.0,5,1
2022-08-07,CUST0221,Laptop,West,Online,4,75000,0.1,270000.0,4,0
2022-08-08,CUST0068,Tablet,South,Online,7,25000,0.02,171500.0,4,1
2022-08-09,CUST0197,Earbuds,East,Online,7,5000,0.1,31500.0,5,0
2022-08-10,CUST0256,Watch,West,Retail,1,15000,0.12,13200.0,4,0
2022-08-11,CUST0139,Laptop,South,Partner,6,75000,0.11,400500.0,5,0
2022-08-12,CUST0149,Watch,East,Partner,9,15000,0.22,105300.0,4,0
2022-08-13,CUST0099,Laptop,North,Partner,2,75000,0.13,130500.0,2,1
2022-08-14,CUST0076,Laptop,South,Retail,14,75000,0.12,924000.0,5,0
2022-08-15,CUST0282,Laptop,South,Partner,3,75000,0.1,202500.0,4,0
2022-08-16,CUST0109,Earbuds,East,Retail,10,5000,0.2,40000.0,3,0
2022-08-17,CUST0188,Phone,North,Partner,5,35000,0.22,136500.0,3,0
2022-08-18,CUST0199,Watch,South,Partner,9,15000,0.21,106650.0,2,1
2022-08-19,CUST0154,Earbuds,West,Online,4,5000,0.17,16600.0,4,0
2022-08-20,CUST0040,Earbuds,West,Retail,1,5000,0.03,4850.0,5,1
2022-08-21,CUST0133,Earbuds,West,Online,4,5000,0.07,18600.0,5,1
2022-08-22,CUST0132,Earbuds,North,Online,6,5000,0.01,29700.0,5,1
2022-08-23,CUST0279,Earbuds,South,Online,5,5000,0.23,19250.0,2,1
2022-08-24,CUST0084,Tablet,West,Retail,14,25000,0.17,290500.0,4,0
2022-08-25,CUST0242,Watch,North,Retail,13,15000,0.19,157950.0,1,1
2022-08-26,CUST0116,Earbuds,West,Partner,1,5000,0.08,4600.0,5,0
2022-08-27,CUST0109,Watch,East,Online,4,15000,0.21,47400.0,4,1
2022-08-28,CUST0221,Tablet,South,Partner,6,25000,0.06,141000.0,4,0
2022-08-29,CUST0041,Tablet,South,Online,13,25000,0.0,325000.0,5,1
2022-08-30,CUST0147,Watch,North,Retail,10,15000,0.09,136500.0,4,0
2022-08-31,CUST0112,Laptop,North,Retail,10,75000,0.14,645000.0,3,0
2022-09-01,CUST0103,Phone,South,Retail,14,35000,0.12,431200.0,5,0
2022-09-02,CUST0046,Laptop,West,Online,4,75000,0.22,234000.0,5,0
2022-09-03,CUST0271,Laptop,West,Retail,14,75000,0.03,1018500.0,3,1
2022-09-04,CUST0195,Laptop,East,Online,9,75000,0.14,580500.0,4,0
2022-09-05,CUST0280,Earbuds,West,Partner,5,5000,0.13,21750.0,5,1
2022-09-06,CUST0283,Tablet,North,Online,8,25000,0.07,186000.0,1,1
2022-09-07,CUST0040,Laptop,North,Partner,9,75000,0.21,533250.0,4,0
2022-09-08,CUST0189,Tablet,West,Online,10,25000,0.19,202500.0,2,1
2022-09-09,CUST0164,Watch,North,Partner,5,15000,0.18,61500.0,4,0
2022-09-10,CUST0024,Phone,South,Retail,6,35000,0.22,163800.0,1,1
2022-09-11,CUST0024,Watch,South,Partner,1,15000,0.18,12300.0,4,0
2022-09-12,CUST0004,Watch,West,Retail,11,15000,0.06,155100.0,3,0
2022-09-13,CUST0290,Earbuds,South,Retail,12,5000,0.18,49200.0,4,1
2022-09-14,CUST0181,Phone,South,Partner,7,35000,0.08,225400.0,5,0
2022-09-15,CUST0248,Watch,East,Online,4,15000,0.06,56400.0,5,0
2022-09-16,CUST0116,Watch,East,Online,11,15000,0.02,161700.0,5,1
2022-09-17,CUST0279,Phone,South,Online,2,35000,0.19,56700.0,4,0
2022-09-18,CUST0069,Phone,West,Online,5,35000,0.18,143500.0,1,1
2022-09-19,CUST0254,Watch,East,Online,12,15000,0.06,169200.0,3,0
2022-09-20,CUST0181,Phone,North,Retail,3,35000,0.19,85050.0,5,0
2022-09-21,CUST0169,Watch,North,Online,6,15000,0.23,69300.0,4,0
2022-09-22,CUST0249,Watch,North,Retail,8,15000,0.03,116400.0,2,1
2022-09-23,CUST0188,Earbuds,West,Retail,7,5000,0.06,32900.0,5,0
2022-09-24,CUST0054,Laptop,South,Retail,3,75000,0.19,182250.0,3,0
2022-09-25,CUST0138,Watch,North,Partner,8,15000,0.07,111600.0,3,0
2022-09-26,CUST0168,Tablet,West,Partner,2,25000,0.16,42000.0,5,0
2022-09-27,CUST0103,Laptop,East,Retail,10,75000,0.02,735000.0,5,1
2022-09-28,CUST0085,Laptop,South,Partner,9,75000,0.11,600750.0,4,0
2022-09-29,CUST0212,Laptop,East,Online,4,75000,0.18,246000.0,5,0
2022-09-30,CUST0003,Earbuds,West,Online,1,5000,0.17,4150.0,4,0
2022-10-01,CUST0179,Watch,North,Retail,8,15000,0.2,96000.0,5,0
2022-10-02,CUST0038,Earbuds,North,Online,7,5000,0.22,27300.0,1,1
2022-10-03,CUST0239,Watch,West,Retail,11,15000,0.19,133650.0,2,1
2022-10-04,CUST0169,Earbuds,North,Retail,13,5000,0.17,53950.0,4,0
2022-10-05,CUST0030,Earbuds,South,Online,5,5000,0.01,24750.0,5,1
2022-10-06,CUST0190,Tablet,West,Partner,10,25000,0.13,217500.0,4,0
2022-10-07,CUST0025,Earbuds,East,Online,13,5000,0.01,64350.0,2,1
2022-10-08,CUST0112,Phone,West,Online,5,35000,0.2,140000.0,2,1
2022-10-09,CUST0206,Tablet,South,Retail,7,25000,0.08,161000.0,5,1
2022-10-10,CUST0185,Earbuds,South,Retail,5,5000,0.14,21500.0,2,1
2022-10-11,CUST0047,Laptop,West,Retail,8,75000,0.07,558000.0,4,0
2022-10-12,CUST0228,Phone,West,Retail,11,35000,0.2,308000.0,1,1
2022-10-13,CUST0039,Phone,North,Partner,13,35000,0.22,354900.0,2,1
2022-10-14,CUST0016,Phone,South,Partner,6,35000,0.1,189000.0,4,0
2022-10-15,CUST0022,Tablet,West,Partner,13,25000,0.22,253500.0,4,0
2022-10-16,CUST0213,Earbuds,West,Retail,5,5000,0.07,23250.0,3,0
2022-10-17,CUST0149,Earbuds,South,Retail,9,5000,0.13,39150.0,3,0
2022-10-18,CUST0241,Laptop,West,Retail,11,75000,0.21,651750.0,5,0
2022-10-19,CUST0272,Laptop,North,Partner,2,75000,0.08,138000.0,3,0
2022-10-20,CUST0059,Phone,South,Retail,1,35000,0.24,26600.0,4,0
2022-10-21,CUST0287,Laptop,North,Online,8,75000,0.03,582000.0,5,1
2022-10-22,CUST0202,Tablet,North,Online,12,25000,0.0,300000.0,2,1
2022-10-23,CUST0032,Earbuds,North,Retail,3,5000,0.23,11550.0,5,1
2022-10-24,CUST0162,Phone,North,Online,14,35000,0.02,480200.0,3,1
2022-10-25,CUST0255,Laptop,South,Online,11,75000,0.25,618750.0,4,0
2022-10-26,CUST0254,Tablet,North,Partner,12,25000,0.24,228000.0,4,0
2022-10-27,CUST0009,Tablet,North,Retail,12,25000,0.03,291000.0,5,1
2022-10-28,CUST0139,Laptop,West,Retail,12,75000,0.13,783000.0,3,0
2022-10-29,CUST0010,Earbuds,South,Partner,7,5000,0.05,33250.0,4,0
2022-10-30,CUST0214,Laptop,South,Online,10,75000,0.11,667500.0,5,0
2022-10-31,CUST0273,Phone,East,Online,13,35000,0.02,445900.0,4,1
2022-11-01,CUST0048,Laptop,South,Retail,11,75000,0.06,775500.0,4,0
2022-11-02,CUST0111,Tablet,South,Online,8,25000,0.09,182000.0,3,0
2022-11-03,CUST0153,Laptop,East,Partner,13,75000,0.11,867750.0,5,0
